   0.00000000      -1.00000000    
   9.99999978E-03 -0.989950180    
   1.99999996E-02 -0.979801357    
   2.99999993E-02 -0.969554484    
   3.99999991E-02 -0.959210753    
   4.99999970E-02 -0.948771119    
   5.99999987E-02 -0.938236535    
   7.00000003E-02 -0.927608192    
   7.99999982E-02 -0.916887045    
   8.99999961E-02 -0.906074166    
   9.99999940E-02 -0.895170748    
  0.109999999     -0.884177804    
  0.119999997     -0.873096466    
  0.129999995     -0.861927748    
  0.140000001     -0.850672901    
  0.149999991     -0.839332938    
  0.159999996     -0.827909052    
  0.170000002     -0.816402435    
  0.179999992     -0.804814100    
  0.189999998     -0.793145299    
  0.199999988     -0.781397283    
  0.209999993     -0.769571006    
  0.219999999     -0.757667780    
  0.229999989     -0.745688856    
  0.239999995     -0.733635366    
  0.250000000     -0.721508443    
  0.259999990     -0.709309399    
  0.269999981     -0.697039485    
  0.280000001     -0.684699774    
  0.289999992     -0.672291696    
  0.299999982     -0.659816325    
  0.310000002     -0.647274971    
  0.319999993     -0.634668887    
  0.329999983     -0.621999383    
  0.340000004     -0.609267592    
  0.349999994     -0.596474886    
  0.359999985     -0.583622575    
  0.370000005     -0.570711851    
  0.379999995     -0.557744145    
  0.389999986     -0.544720650    
  0.399999976     -0.531642675    
  0.409999996     -0.518511534    
  0.419999987     -0.505328476    
  0.429999977     -0.492094994    
  0.439999998     -0.478812188    
  0.449999988     -0.465481609    
  0.459999979     -0.452104390    
  0.469999999     -0.438682020    
  0.479999989     -0.425215721    
  0.489999980     -0.411706984    
  0.500000000     -0.398157001    
  0.509999990     -0.384567261    
  0.519999981     -0.370939076    
  0.529999971     -0.357273757    
  0.539999962     -0.343572736    
  0.550000012     -0.329837263    
  0.560000002     -0.316068888    
  0.569999993     -0.302268982    
  0.579999983     -0.288438737    
  0.589999974     -0.274579704    
  0.599999964     -0.260693192    
  0.610000014     -0.246780574    
  0.620000005     -0.232843339    
  0.629999995     -0.218882740    
  0.639999986     -0.204900324    
  0.649999976     -0.190897405    
  0.659999967     -0.176875472    
  0.669999957     -0.162835777    
  0.680000007     -0.148779690    
  0.689999998     -0.134708822    
  0.699999988     -0.120624542    
  0.709999979     -0.106528103    
  0.719999969      -9.24210548E-02
  0.729999959      -7.83048272E-02
  0.740000010      -6.41806126E-02
  0.750000000      -5.00500798E-02
  0.759999990      -3.59145403E-02
  0.769999981      -2.17754841E-02
  0.779999971      -7.63416290E-03
  0.789999962       6.50793314E-03
  0.799999952       2.06493139E-02
  0.810000002       3.47887278E-02
  0.819999993       4.89245653E-02
  0.829999983       6.30555749E-02
  0.839999974       7.71802664E-02
  0.849999964       9.12972093E-02
  0.859999955      0.105405033    
  0.870000005      0.119502425    
  0.879999995      0.133587778    
  0.889999986      0.147659659    
  0.899999976      0.161716938    
  0.909999967      0.175757945    
  0.919999957      0.189781427    
  0.930000007      0.203785956    
  0.939999998      0.217770100    
  0.949999988      0.231732428    
  0.959999979      0.245671570    
  0.969999969      0.259586096    
  0.979999959      0.273474753    
  0.989999950      0.287336051    
   1.00000000      0.301168680    
